,Entity,code,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,medianAge,globalCode,globalName,regionCode,regionName,subRegionCode,subRegionName,interRegionCode,interRegionName,country,m49,ldc,lldc,sids,development,countryWom,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,pdi,idv,mas,uai,ltowvs,ivr,date,cases,daysGT100,logCases,casesPop,logCasesPop,logCasesMPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
28,Finland,FIN,18.03011089,38941.7636,5481966,4669930,809601,85.225,14.775,81.4804878,42.5,1,World,150,Europe,154,Northern Europe,,,Finland,246,,,,Developed,Finland,3237,72,300,2865,75,584,13,48828,8813,5542808,33,63,26,59,38,57,1584489600,319,5,5.765191103,5.76E-05,-9.762820687,6.369900983,1.04E-06,-1647.883879,0.983659823,2.11E-25,3.38E-08,1.04E-06,-1663.411891,0.983659823,2.11E-25,3.38E-08
1,France,FRA,121.619057,37766.37411,64457201,53044946,13548420,79.655,20.344999,82.27317073,41.200001,1,World,150,Europe,155,Western Europe,,,France,250,,,,Developed,France,147863,17167,30955,99741,6457,2265,263,333807,5114,65281678,68,71,43,86,63,48,1586476800,86334,40,11.36597877,0.001322484,-6.628243199,7.725330038,1.75E-06,-2759.408335,0.961210299,3.03E-26,7.56E-08,1.75E-06,-2777.402557,0.961210299,3.03E-26,7.56E-08
5,France,FRA,121.619057,37766.37411,64457201,53044946,13548420,79.655,20.344999,82.27317073,41.200001,1,World,150,Europe,155,Western Europe,,,France,250,,,,Developed,France,147863,17167,30955,99741,6457,2265,263,333807,5114,65281678,68,71,43,86,63,48,1586044800,68605,35,11.1361207,0.001050907,-6.858101276,7.725330038,1.75E-06,-2759.408335,0.961210299,3.03E-26,7.56E-08,1.75E-06,-2777.402557,0.961210299,3.03E-26,7.56E-08
11,France,FRA,121.619057,37766.37411,64457201,53044946,13548420,79.655,20.344999,82.27317073,41.200001,1,World,150,Europe,155,Western Europe,,,France,250,,,,Developed,France,147863,17167,30955,99741,6457,2265,263,333807,5114,65281678,68,71,43,86,63,48,1585612800,44550,30,10.70436743,0.000682427,-7.28985454,7.725330038,1.75E-06,-2759.408335,0.961210299,3.03E-26,7.56E-08,1.75E-06,-2777.402557,0.961210299,3.03E-26,7.56E-08
25,France,FRA,121.619057,37766.37411,64457201,53044946,13548420,79.655,20.344999,82.27317073,41.200001,1,World,150,Europe,155,Western Europe,,,France,250,,,,Developed,France,147863,17167,30955,99741,6457,2265,263,333807,5114,65281678,68,71,43,86,63,48,1584748800,12612,20,9.442404021,0.000193194,-8.551817952,7.725330038,1.75E-06,-2759.408335,0.961210299,3.03E-26,7.56E-08,1.75E-06,-2777.402557,0.961210299,3.03E-26,7.56E-08
27,France,FRA,121.619057,37766.37411,64457201,53044946,13548420,79.655,20.344999,82.27317073,41.200001,1,World,150,Europe,155,Western Europe,,,France,250,,,,Developed,France,147863,17167,30955,99741,6457,2265,263,333807,5114,65281678,68,71,43,86,63,48,1583884800,1784,10,7.486613313,2.73E-05,-10.50760866,7.725330038,1.75E-06,-2759.408335,0.961210299,3.03E-26,7.56E-08,1.75E-06,-2777.402557,0.961210299,3.03E-26,7.56E-08
29,France,FRA,121.619057,37766.37411,64457201,53044946,13548420,79.655,20.344999,82.27317073,41.200001,1,World,150,Europe,155,Western Europe,,,France,250,,,,Developed,France,147863,17167,30955,99741,6457,2265,263,333807,5114,65281678,68,71,43,86,63,48,1583452800,423,5,6.047372179,6.48E-06,-11.94684979,7.725330038,1.75E-06,-2759.408335,0.961210299,3.03E-26,7.56E-08,1.75E-06,-2777.402557,0.961210299,3.03E-26,7.56E-08
10,United Kingdom,GBR,269.2053941,38839.16696,65397080,53813373,11315488,82.626,17.374001,80.95609756,40.200001,1,World,150,Europe,154,Northern Europe,,,UK,804,,,,Developed,UK,98476,12868,,85264,1559,1451,190,398916,5876,67867677,35,89,66,35,51,69,1586908800,93873,40,11.44969808,0.001383177,-6.583372357,7.280008253,1.97E-06,-3111.489672,0.984951994,2.38E-31,5.53E-08,1.97E-06,-3129.522742,0.984951994,2.38E-31,5.53E-08
19,United Kingdom,GBR,269.2053941,38839.16696,65397080,53813373,11315488,82.626,17.374001,80.95609756,40.200001,1,World,150,Europe,154,Northern Europe,,,UK,804,,,,Developed,UK,98476,12868,,85264,1559,1451,190,398916,5876,67867677,35,89,66,35,51,69,1586476800,65077,35,11.08332646,0.000958881,-6.949743978,7.280008253,1.97E-06,-3111.489672,0.984951994,2.38E-31,5.53E-08,1.97E-06,-3129.522742,0.984951994,2.38E-31,5.53E-08
40,United Kingdom,GBR,269.2053941,38839.16696,65397080,53813373,11315488,82.626,17.374001,80.95609756,40.200001,1,World,150,Europe,154,Northern Europe,,,UK,804,,,,Developed,UK,98476,12868,,85264,1559,1451,190,398916,5876,67867677,35,89,66,35,51,69,1586044800,41903,30,10.6431127,0.000617422,-7.389957739,7.280008253,1.97E-06,-3111.489672,0.984951994,2.38E-31,5.53E-08,1.97E-06,-3129.522742,0.984951994,2.38E-31,5.53E-08
77,United Kingdom,GBR,269.2053941,38839.16696,65397080,53813373,11315488,82.626,17.374001,80.95609756,40.200001,1,World,150,Europe,154,Northern Europe,,,UK,804,,,,Developed,UK,98476,12868,,85264,1559,1451,190,398916,5876,67867677,35,89,66,35,51,69,1585180800,9529,20,9.162095059,0.000140406,-8.870975382,7.280008253,1.97E-06,-3111.489672,0.984951994,2.38E-31,5.53E-08,1.97E-06,-3129.522742,0.984951994,2.38E-31,5.53E-08
89,United Kingdom,GBR,269.2053941,38839.16696,65397080,53813373,11315488,82.626,17.374001,80.95609756,40.200001,1,World,150,Europe,154,Northern Europe,,,UK,804,,,,Developed,UK,98476,12868,,85264,1559,1451,190,398916,5876,67867677,35,89,66,35,51,69,1584316800,1391,10,7.237778192,2.05E-05,-10.79529225,7.280008253,1.97E-06,-3111.489672,0.984951994,2.38E-31,5.53E-08,1.97E-06,-3129.522742,0.984951994,2.38E-31,5.53E-08
92,United Kingdom,GBR,269.2053941,38839.16696,65397080,53813373,11315488,82.626,17.374001,80.95609756,40.200001,1,World,150,Europe,154,Northern Europe,,,UK,804,,,,Developed,UK,98476,12868,,85264,1559,1451,190,398916,5876,67867677,35,89,66,35,51,69,1583884800,373,5,5.92157842,5.50E-06,-12.11149202,7.280008253,1.97E-06,-3111.489672,0.984951994,2.38E-31,5.53E-08,1.97E-06,-3129.522742,0.984951994,2.38E-31,5.53E-08
28,Georgia,GEO,65.03201652,9025.133143,3951524,2135400,1581700,57.448,42.551998,73.096,38,1,World,142,Asia,145,Western Asia,,,Georgia,268,,,,Developing,Georgia,306,3,71,232,6,77,0.8,5027,1260,3974026,,,,,38,32,1586563200,234,10,5.455321115,5.89E-05,-9.739969129,4.343805422,8.14E-07,-1285.5519,0.987290649,9.06E-12,3.63E-08,8.14E-07,-1300.74719,0.987290649,9.06E-12,3.63E-08
30,Georgia,GEO,65.03201652,9025.133143,3951524,2135400,1581700,57.448,42.551998,73.096,38,1,World,142,Asia,145,Western Asia,,,Georgia,268,,,,Developing,Georgia,306,3,71,232,6,77,0.8,5027,1260,3974026,,,,,38,32,1586131200,174,5,5.159055299,4.38E-05,-10.03623495,4.343805422,8.14E-07,-1285.5519,0.987290649,9.06E-12,3.63E-08,8.14E-07,-1300.74719,0.987290649,9.06E-12,3.63E-08
30,Ghana,GHA,121.2218555,3926.709045,27582821,14918445,12664376,54.086,45.914001,62.448,20.4,1,World,2,Africa,202,Sub-Saharan Africa,11,Western Africa,Ghana,288,,,,Developing,Ghana,641,8,83,550,2,21,0.3,50719,1632,30523810,80,15,40,65,4,72,1586131200,214,10,5.365976015,7.01E-06,-11.86804158,3.044522438,9.74E-07,-1539.32422,0.979544543,5.53E-14,4.72E-08,9.74E-07,-1556.558238,0.979544543,5.53E-14,4.72E-08
32,Ghana,GHA,121.2218555,3926.709045,27582821,14918445,12664376,54.086,45.914001,62.448,20.4,1,World,2,Africa,202,Sub-Saharan Africa,11,Western Africa,Ghana,288,,,,Developing,Ghana,641,8,83,550,2,21,0.3,50719,1632,30523810,80,15,40,65,4,72,1585699200,152,5,5.023880521,4.98E-06,-12.21013707,3.044522438,9.74E-07,-1539.32422,0.979544543,5.53E-14,4.72E-08,9.74E-07,-1556.558238,0.979544543,5.53E-14,4.72E-08
13,Greece,GRC,83.94788984,24170.30184,11217800,8445266,2375617,78.046,21.954,81.03658537,43.299999,1,World,150,Europe,39,Southern Europe,,,Greece,300,,,,Developed,Greece,2192,102,269,1821,72,210,10,50771,4871,10438095,60,35,57,112,45,50,1586649600,2081,30,7.640603826,0.000199366,-8.520368826,5.347107531,8.74E-07,-1378.645545,0.963262039,7.78E-20,4.31E-08,8.74E-07,-1394.806518,0.963262039,7.78E-20,4.31E-08
27,Greece,GRC,83.94788984,24170.30184,11217800,8445266,2375617,78.046,21.954,81.03658537,43.299999,1,World,150,Europe,39,Southern Europe,,,Greece,300,,,,Developed,Greece,2192,102,269,1821,72,210,10,50771,4871,10438095,60,35,57,112,45,50,1585785600,1375,20,7.22620901,0.000131729,-8.934763642,5.347107531,8.74E-07,-1378.645545,0.963262039,7.78E-20,4.31E-08,8.74E-07,-1394.806518,0.963262039,7.78E-20,4.31E-08
31,Greece,GRC,83.94788984,24170.30184,11217800,8445266,2375617,78.046,21.954,81.03658537,43.299999,1,World,150,Europe,39,Southern Europe,,,Greece,300,,,,Developed,Greece,2192,102,269,1821,72,210,10,50771,4871,10438095,60,35,57,112,45,50,1584921600,624,10,6.436150368,5.98E-05,-9.724822284,5.347107531,8.74E-07,-1378.645545,0.963262039,7.78E-20,4.31E-08,8.74E-07,-1394.806518,0.963262039,7.78E-20,4.31E-08
33,Greece,GRC,83.94788984,24170.30184,11217800,8445266,2375617,78.046,21.954,81.03658537,43.299999,1,World,150,Europe,39,Southern Europe,,,Greece,300,,,,Developed,Greece,2192,102,269,1821,72,210,10,50771,4871,10438095,60,35,57,112,45,50,1584489600,387,5,5.958424693,3.71E-05,-10.20254796,5.347107531,8.74E-07,-1378.645545,0.963262039,7.78E-20,4.31E-08,8.74E-07,-1394.806518,0.963262039,7.78E-20,4.31E-08
34,Guatemala,GTM,151.6650709,7292.719104,16252429,8121501,8130928,49.971,50.028999,73.15,21.299999,1,World,19,Americas,419,Latin America and the Caribbean,13,Central America,Guatemala,320,,,,Developing,Guatemala,196,5,19,172,3,11,0.3,7000,391,17818182,95,6,37,101,,,1586908800,180,5,5.192956851,1.01E-05,-11.5027731,2.397895273,7.93E-07,-1252.592885,0.987571515,0.000230741,6.31E-08,7.93E-07,-1269.288615,0.987571515,0.000230741,6.31E-08
3,Hong Kong,HKG,6944.095238,53591.83582,7245701,7291300,0,100,0,84.27804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4,459,554,10,136,0.5,116273,15509,7477941,68,25,57,29,61,17,1586649600,1004,40,6.9117473,0.000134262,-8.915720744,4.912654886,7.77E-07,-1226.425603,0.979942099,4.72E-31,2.44E-08,7.77E-07,-1242.253071,0.979942099,4.72E-31,2.44E-08
7,Hong Kong,HKG,6944.095238,53591.83582,7245701,7291300,0,100,0,84.27804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4,459,554,10,136,0.5,116273,15509,7477941,68,25,57,29,61,17,1586217600,935,35,6.840546529,0.000125034,-8.986921515,4.912654886,7.77E-07,-1226.425603,0.979942099,4.72E-31,2.44E-08,7.77E-07,-1242.253071,0.979942099,4.72E-31,2.44E-08
14,Hong Kong,HKG,6944.095238,53591.83582,7245701,7291300,0,100,0,84.27804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4,459,554,10,136,0.5,116273,15509,7477941,68,25,57,29,61,17,1585785600,784,30,6.66440902,0.000104842,-9.163059024,4.912654886,7.77E-07,-1226.425603,0.979942099,4.72E-31,2.44E-08,7.77E-07,-1242.253071,0.979942099,4.72E-31,2.44E-08
28,Hong Kong,HKG,6944.095238,53591.83582,7245701,7291300,0,100,0,84.27804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4,459,554,10,136,0.5,116273,15509,7477941,68,25,57,29,61,17,1584921600,351,20,5.860786223,4.69E-05,-9.966681821,4.912654886,7.77E-07,-1226.425603,0.979942099,4.72E-31,2.44E-08,7.77E-07,-1242.253071,0.979942099,4.72E-31,2.44E-08
33,Hong Kong,HKG,6944.095238,53591.83582,7245701,7291300,0,100,0,84.27804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4,459,554,10,136,0.5,116273,15509,7477941,68,25,57,29,61,17,1584057600,132,10,4.882801923,1.77E-05,-10.94466612,4.912654886,7.77E-07,-1226.425603,0.979942099,4.72E-31,2.44E-08,7.77E-07,-1242.253071,0.979942099,4.72E-31,2.44E-08
36,Hong Kong,HKG,6944.095238,53591.83582,7245701,7291300,0,100,0,84.27804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4,459,554,10,136,0.5,116273,15509,7477941,68,25,57,29,61,17,1583625600,113,5,4.727387819,1.51E-05,-11.10008023,4.912654886,7.77E-07,-1226.425603,0.979942099,4.72E-31,2.44E-08,7.77E-07,-1242.253071,0.979942099,4.72E-31,2.44E-08
32,Honduras,HND,80.08605774,4319.470118,8960829,4943241,4017588,55.165,44.834999,73.376,23,1,World,19,Americas,419,Latin America and the Caribbean,13,,Honduras,340,,,,Developing,Honduras,426,35,9,382,10,43,4,1600,162,9906977,80,20,40,50,,,1586304000,312,10,5.743003188,3.15E-05,-10.36574663,3.761200116,8.63E-07,-1362.764431,0.952462984,1.13E-09,6.90E-08,8.63E-07,-1378.873181,0.952462984,1.13E-09,6.90E-08
35,Honduras,HND,80.08605774,4319.470118,8960829,4943241,4017588,55.165,44.834999,73.376,23,1,World,19,Americas,419,Latin America and the Caribbean,13,,Honduras,340,,,,Developing,Honduras,426,35,9,382,10,43,4,1600,162,9906977,80,20,40,50,,,1585872000,222,5,5.402677382,2.24E-05,-10.70607243,3.761200116,8.63E-07,-1362.764431,0.952462984,1.13E-09,6.90E-08,8.63E-07,-1378.873181,0.952462984,1.13E-09,6.90E-08
16,Croatia,HRV,75.11801287,20983.98528,4236016,2360534,1843070,56.155,43.845001,77.27560976,42.599998,1,World,150,Europe,39,Southern Europe,,,Croatia,191,,,,Developed,Croatia,1741,33,473,1235,31,424,8,19256,4691,4106132,73,33,40,80,58,33,1586390400,1343,20,7.202661197,0.000327072,-8.025330828,6.049733455,1.10E-06,-1733.440591,0.93898,4.33E-13,8.04E-08,1.10E-06,-1748.668583,0.93898,4.33E-13,8.04E-08
18,Croatia,HRV,75.11801287,20983.98528,4236016,2360534,1843070,56.155,43.845001,77.27560976,42.599998,1,World,150,Europe,39,Southern Europe,,,Croatia,191,,,,Developed,Croatia,1741,33,473,1235,31,424,8,19256,4691,4106132,73,33,40,80,58,33,1585526400,713,10,6.56948142,0.000173643,-8.658510604,6.049733455,1.10E-06,-1733.440591,0.93898,4.33E-13,8.04E-08,1.10E-06,-1748.668583,0.93898,4.33E-13,8.04E-08
19,Croatia,HRV,75.11801287,20983.98528,4236016,2360534,1843070,56.155,43.845001,77.27560976,42.599998,1,World,150,Europe,39,Southern Europe,,,Croatia,191,,,,Developed,Croatia,1741,33,473,1235,31,424,8,19256,4691,4106132,73,33,40,80,58,33,1585094400,382,5,5.945420609,9.30E-05,-9.282571416,6.049733455,1.10E-06,-1733.440591,0.93898,4.33E-13,8.04E-08,1.10E-06,-1748.668583,0.93898,4.33E-13,8.04E-08
29,Hungary,HUN,108.7266983,25034.45073,9783925,6939335,2903693,70.5,29.5,75.56829268,41.700001,1,World,150,Europe,151,Eastern Europe,,,Hungary,348,,,,Developed,Hungary,1579,134,192,1253,58,163,14,37326,3864,9687117,46,80,88,82,58,31,1586476800,1190,20,7.081708586,0.000122844,-9.00459883,5.093750201,1.19E-06,-1873.722061,0.985474581,5.41E-20,4.17E-08,1.19E-06,-1889.808368,0.985474581,5.41E-20,4.17E-08
34,Hungary,HUN,108.7266983,25034.45073,9783925,6939335,2903693,70.5,29.5,75.56829268,41.700001,1,World,150,Europe,151,Eastern Europe,,,Hungary,348,,,,Developed,Hungary,1579,134,192,1253,58,163,14,37326,3864,9687117,46,80,88,82,58,31,1585612800,492,10,6.198478716,5.08E-05,-9.8878287,5.093750201,1.19E-06,-1873.722061,0.985474581,5.41E-20,4.17E-08,1.19E-06,-1889.808368,0.985474581,5.41E-20,4.17E-08
37,Hungary,HUN,108.7266983,25034.45073,9783925,6939335,2903693,70.5,29.5,75.56829268,41.700001,1,World,150,Europe,151,Eastern Europe,,,Hungary,348,,,,Developed,Hungary,1579,134,192,1253,58,163,14,37326,3864,9687117,46,80,88,82,58,31,1585180800,261,5,5.564520407,2.69E-05,-10.52178701,5.093750201,1.19E-06,-1873.722061,0.985474581,5.41E-20,4.17E-08,1.19E-06,-1889.808368,0.985474581,5.41E-20,4.17E-08
16,Indonesia,IDN,142.5073903,10367.70199,258162113,137633967,120528146,53.313,46.687,69.025,28,1,World,142,Asia,35,South-eastern Asia,,,Indonesia,360,,,,Developing,Indonesia,5136,469,446,4221,,19,2,36000,132,270315789,78,14,46,48,62,38,1586908800,4839,30,8.484463367,1.79E-05,-10.93063806,2.944438979,1.38E-06,-2185.328531,0.976191717,8.49E-21,5.70E-08,1.38E-06,-2204.743632,0.976191717,8.49E-21,5.70E-08
32,Indonesia,IDN,142.5073903,10367.70199,258162113,137633967,120528146,53.313,46.687,69.025,28,1,World,142,Asia,35,South-eastern Asia,,,Indonesia,360,,,,Developing,Indonesia,5136,469,446,4221,,19,2,36000,132,270315789,78,14,46,48,62,38,1586044800,2092,20,7.645875825,7.74E-06,-11.7692256,2.944438979,1.38E-06,-2185.328531,0.976191717,8.49E-21,5.70E-08,1.38E-06,-2204.743632,0.976191717,8.49E-21,5.70E-08
37,Indonesia,IDN,142.5073903,10367.70199,258162113,137633967,120528146,53.313,46.687,69.025,28,1,World,142,Asia,35,South-eastern Asia,,,Indonesia,360,,,,Developing,Indonesia,5136,469,446,4221,,19,2,36000,132,270315789,78,14,46,48,62,38,1585180800,790,10,6.672032945,2.92E-06,-12.74306848,2.944438979,1.38E-06,-2185.328531,0.976191717,8.49E-21,5.70E-08,1.38E-06,-2204.743632,0.976191717,8.49E-21,5.70E-08
40,Indonesia,IDN,142.5073903,10367.70199,258162113,137633967,120528146,53.313,46.687,69.025,28,1,World,142,Asia,35,South-eastern Asia,,,Indonesia,360,,,,Developing,Indonesia,5136,469,446,4221,,19,2,36000,132,270315789,78,14,46,48,62,38,1584748800,309,5,5.733341277,1.14E-06,-13.68176015,2.944438979,1.38E-06,-2185.328531,0.976191717,8.49E-21,5.70E-08,1.38E-06,-2204.743632,0.976191717,8.49E-21,5.70E-08
31,India,IND,440.286016,5756.664665,1309053980,429068623,879985357,32.777,67.223,68.302,26.700001,1,World,142,Asia,34,Southern Asia,,,India,356,,,,Developing,India,12370,422,1508,10440,,9,0.3,274599,199,1374444444,77,48,56,40,51,26,1586131200,4067,20,8.310660906,2.96E-06,-12.73065454,2.197224577,1.85E-06,-2930.239647,0.996294298,2.20E-31,3.02E-08,1.85E-06,-2951.280963,0.996294298,2.20E-31,3.02E-08
36,India,IND,440.286016,5756.664665,1309053980,429068623,879985357,32.777,67.223,68.302,26.700001,1,World,142,Asia,34,Southern Asia,,,India,356,,,,Developing,India,12370,422,1508,10440,,9,0.3,274599,199,1374444444,77,48,56,40,51,26,1585267200,724,10,6.584791392,5.27E-07,-14.45652405,2.197224577,1.85E-06,-2930.239647,0.996294298,2.20E-31,3.02E-08,1.85E-06,-2951.280963,0.996294298,2.20E-31,3.02E-08
39,India,IND,440.286016,5756.664665,1309053980,429068623,879985357,32.777,67.223,68.302,26.700001,1,World,142,Asia,34,Southern Asia,,,India,356,,,,Developing,India,12370,422,1508,10440,,9,0.3,274599,199,1374444444,77,48,56,40,51,26,1584835200,320,5,5.768320996,2.33E-07,-15.27299445,2.197224577,1.85E-06,-2930.239647,0.996294298,2.20E-31,3.02E-08,1.85E-06,-2951.280963,0.996294298,2.20E-31,3.02E-08
19,Ireland,IRL,68.25311366,60818.04624,4700107,2940510,1761447,62.538,37.462002,81.45365854,36.900002,1,World,150,Europe,154,Northern Europe,,,Ireland,372,,,,Developed,Ireland,12547,444,77,12026,158,2541,90,90646,18358,4937820,28,70,68,35,24,65,1586822400,10647,30,9.273033441,0.002156215,-6.139401055,7.840312983,1.54E-06,-2432.531571,0.974474528,5.09E-21,6.47E-08,1.54E-06,-2447.944006,0.974474528,5.09E-21,6.47E-08
35,Ireland,IRL,68.25311366,60818.04624,4700107,2940510,1761447,62.538,37.462002,81.45365854,36.900002,1,World,150,Europe,154,Northern Europe,,,Ireland,372,,,,Developed,Ireland,12547,444,77,12026,158,2541,90,90646,18358,4937820,28,70,68,35,24,65,1585958400,4273,20,8.360071436,0.000865362,-7.052363061,7.840312983,1.54E-06,-2432.531571,0.974474528,5.09E-21,6.47E-08,1.54E-06,-2447.944006,0.974474528,5.09E-21,6.47E-08
40,Ireland,IRL,68.25311366,60818.04624,4700107,2940510,1761447,62.538,37.462002,81.45365854,36.900002,1,World,150,Europe,154,Northern Europe,,,Ireland,372,,,,Developed,Ireland,12547,444,77,12026,158,2541,90,90646,18358,4937820,28,70,68,35,24,65,1585094400,1329,10,7.192182059,0.000269147,-8.220252438,7.840312983,1.54E-06,-2432.531571,0.974474528,5.09E-21,6.47E-08,1.54E-06,-2447.944006,0.974474528,5.09E-21,6.47E-08
43,Ireland,IRL,68.25311366,60818.04624,4700107,2940510,1761447,62.538,37.462002,81.45365854,36.900002,1,World,150,Europe,154,Northern Europe,,,Ireland,372,,,,Developed,Ireland,12547,444,77,12026,158,2541,90,90646,18358,4937820,28,70,68,35,24,65,1584662400,557,5,6.32256524,0.000112803,-9.089869256,7.840312983,1.54E-06,-2432.531571,0.974474528,5.09E-21,6.47E-08,1.54E-06,-2447.944006,0.974474528,5.09E-21,6.47E-08
4,Iran,IRN,48.72448181,16500.90051,79360487,58217266,21143221,73.358,26.642,75.73,29.5,1,World,142,Asia,34,Southern Asia,,,Iran,364,,,,Developing,Iran,76389,4777,49933,21679,3643,909,57,299204,3562,84036304,58,41,43,59,14,40,1586217600,60500,40,11.01039864,0.000719927,-7.23636081,6.812345094,1.19E-06,-1876.707683,0.920891387,7.39E-21,7.35E-08,1.19E-06,-1894.954442,0.920891387,7.39E-21,7.35E-08
8,Iran,IRN,48.72448181,16500.90051,79360487,58217266,21143221,73.358,26.642,75.73,29.5,1,World,142,Asia,34,Southern Asia,,,Iran,364,,,,Developing,Iran,76389,4777,49933,21679,3643,909,57,299204,3562,84036304,58,41,43,59,14,40,1585785600,47593,35,10.77044097,0.000566339,-7.476318483,6.812345094,1.19E-06,-1876.707683,0.920891387,7.39E-21,7.35E-08,1.19E-06,-1894.954442,0.920891387,7.39E-21,7.35E-08
17,Iran,IRN,48.72448181,16500.90051,79360487,58217266,21143221,73.358,26.642,75.73,29.5,1,World,142,Asia,34,Southern Asia,,,Iran,364,,,,Developing,Iran,76389,4777,49933,21679,3643,909,57,299204,3562,84036304,58,41,43,59,14,40,1585353600,32332,30,10.38381273,0.000384738,-7.862946723,6.812345094,1.19E-06,-1876.707683,0.920891387,7.39E-21,7.35E-08,1.19E-06,-1894.954442,0.920891387,7.39E-21,7.35E-08
33,Iran,IRN,48.72448181,16500.90051,79360487,58217266,21143221,73.358,26.642,75.73,29.5,1,World,142,Asia,34,Southern Asia,,,Iran,364,,,,Developing,Iran,76389,4777,49933,21679,3643,909,57,299204,3562,84036304,58,41,43,59,14,40,1584489600,16169,20,9.690851108,0.000192405,-8.555908346,6.812345094,1.19E-06,-1876.707683,0.920891387,7.39E-21,7.35E-08,1.19E-06,-1894.954442,0.920891387,7.39E-21,7.35E-08
38,Iran,IRN,48.72448181,16500.90051,79360487,58217266,21143221,73.358,26.642,75.73,29.5,1,World,142,Asia,34,Southern Asia,,,Iran,364,,,,Developing,Iran,76389,4777,49933,21679,3643,909,57,299204,3562,84036304,58,41,43,59,14,40,1583625600,5823,10,8.669570872,6.93E-05,-9.577188582,6.812345094,1.19E-06,-1876.707683,0.920891387,7.39E-21,7.35E-08,1.19E-06,-1894.954442,0.920891387,7.39E-21,7.35E-08
41,Iran,IRN,48.72448181,16500.90051,79360487,58217266,21143221,73.358,26.642,75.73,29.5,1,World,142,Asia,34,Southern Asia,,,Iran,364,,,,Developing,Iran,76389,4777,49933,21679,3643,909,57,299204,3562,84036304,58,41,43,59,14,40,1583193600,1501,5,7.313886832,1.79E-05,-10.93287262,6.812345094,1.19E-06,-1876.707683,0.920891387,7.39E-21,7.35E-08,1.19E-06,-1894.954442,0.920891387,7.39E-21,7.35E-08
18,Iraq,IRQ,83.15446906,15072.86867,36115649,25252423,10863226,69.921,30.079,69.672,19.4,1,World,142,Asia,145,Western Asia,,,Iraq,368,,,,Developing,Iraq,1415,79,812,524,,35,2,46135,1147,40428571,95,30,70,85,25,17,1586908800,1400,30,7.244227516,3.46E-05,-10.27081978,3.555348061,1.01E-06,-1600.350468,0.986271996,3.09E-24,3.15E-08,1.01E-06,-1617.865515,0.986271996,3.09E-24,3.15E-08
34,Iraq,IRQ,83.15446906,15072.86867,36115649,25252423,10863226,69.921,30.079,69.672,19.4,1,World,142,Asia,145,Western Asia,,,Iraq,368,,,,Developing,Iraq,1415,79,812,524,,35,2,46135,1147,40428571,95,30,70,85,25,17,1586044800,878,20,6.777646594,2.17E-05,-10.7374007,3.555348061,1.01E-06,-1600.350468,0.986271996,3.09E-24,3.15E-08,1.01E-06,-1617.865515,0.986271996,3.09E-24,3.15E-08
39,Iraq,IRQ,83.15446906,15072.86867,36115649,25252423,10863226,69.921,30.079,69.672,19.4,1,World,142,Asia,145,Western Asia,,,Iraq,368,,,,Developing,Iraq,1415,79,812,524,,35,2,46135,1147,40428571,95,30,70,85,25,17,1585180800,346,10,5.846438775,8.56E-06,-11.66860852,3.555348061,1.01E-06,-1600.350468,0.986271996,3.09E-24,3.15E-08,1.01E-06,-1617.865515,0.986271996,3.09E-24,3.15E-08
42,Iraq,IRQ,83.15446906,15072.86867,36115649,25252423,10863226,69.921,30.079,69.672,19.4,1,World,142,Asia,145,Western Asia,,,Iraq,368,,,,Developing,Iraq,1415,79,812,524,,35,2,46135,1147,40428571,95,30,70,85,25,17,1584748800,193,5,5.262690189,4.77E-06,-12.25235711,3.555348061,1.01E-06,-1600.350468,0.986271996,3.09E-24,3.15E-08,1.01E-06,-1617.865515,0.986271996,3.09E-24,3.15E-08
15,Iceland,ISL,3.299900249,43048.12515,330243,309974,20841,93.7,6.3000002,82.46829268,36,1,World,150,Europe,154,Northern Europe,,,Iceland,352,,,,Developed,Iceland,1727,8,1077,642,8,5061,23,37386,109558,341237,30,60,10,50,28,67,1586649600,1689,30,7.431891917,0.004949639,-5.308440613,8.529319371,9.63E-07,-1520.872506,0.945918612,3.34E-17,5.84E-08,9.63E-07,-1533.612839,0.945918612,3.34E-17,5.84E-08
